"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","gene","mate","qstart_raw","qend_raw","sstart_raw","send_raw"
"POLIB","SRR7910035.15229263",75.385,65,16,0,1,65,2,196,8.59e-24,103,"POLIB","R1",1,65,196,2
"POLIB","SRR7910035.7023515",50.505,99,47,2,1105,1201,4,300,1e-23,103,"POLIB","R1",1105,1201,300,4
"POLIB","SRR7910035.28309403",50,100,48,2,1101,1198,1,300,1.25e-23,103,"POLIB","R1",1101,1198,300,1
"POLIB","SRR7910035.6076949",51.515,99,46,2,1104,1200,1,297,1.33e-23,103,"POLIB","R1",1104,1200,1,297
"POLIB","SRR7910035.22299368",52.747,91,41,2,1086,1174,3,275,1.69e-23,102,"POLIB","R1",1086,1174,275,3
"POLIB","SRR7910035.9488336",52.747,91,41,2,1086,1174,3,275,1.69e-23,102,"POLIB","R1",1086,1174,275,3
"POLIB","SRR7910035.14858707",100,46,0,0,436,481,3,140,2.01e-23,100,"POLIB","R1",436,481,140,3
"POLIB","SRR7910035.2284636",100,48,0,0,1,48,1,144,2.31e-23,102,"POLIB","R1",1,48,144,1
"POLIB","SRR7910035.26978881",51.02,98,46,2,1100,1195,7,300,2.98e-23,102,"POLIB","R1",1100,1195,300,7
"POLIB","SRR7910035.863029",79.688,64,13,0,1333,1396,3,194,3.13e-23,102,"POLIB","R1",1333,1396,3,194
"POLIB","SRR7910035.13361596",98.077,52,1,0,1353,1404,144,299,3.58e-23,102,"POLIB","R1",1353,1404,299,144
"POLIB","SRR7910035.12685124",50,98,47,2,1106,1201,1,294,3.58e-23,102,"POLIB","R1",1106,1201,1,294
"POLIB","SRR7910035.6787302",100,46,0,0,1085,1130,35,172,4.92e-23,100,"POLIB","R1",1085,1130,35,172
"POLIB","SRR7910035.4583776",54.217,83,37,1,1086,1167,7,255,5.6e-23,101,"POLIB","R1",1086,1167,255,7
"POLIB","SRR7910035.27626745",54.217,83,37,1,1086,1167,23,271,5.77e-23,101,"POLIB","R1",1086,1167,271,23
"POLIB","SRR7910035.2261623",54.217,83,37,1,1086,1167,2,250,5.82e-23,101,"POLIB","R1",1086,1167,250,2
"POLIB","SRR7910035.27570263",48,100,50,2,1101,1198,2,301,5.88e-23,101,"POLIB","R1",1101,1198,301,2
"POLIB","SRR7910035.27036535",54.217,83,37,1,1086,1167,4,252,5.88e-23,101,"POLIB","R1",1086,1167,252,4
"POLIB","SRR7910035.4637830",54.217,83,37,1,1086,1167,5,253,5.88e-23,101,"POLIB","R1",1086,1167,253,5
"POLIB","SRR7910035.3382258",54.217,83,37,1,1086,1167,49,297,5.88e-23,101,"POLIB","R1",1086,1167,49,297
"POLIB","SRR7910035.20022731",54.217,83,37,1,1086,1167,11,259,6.11e-23,101,"POLIB","R1",1086,1167,259,11
"POLIB","SRR7910035.24732658",54.217,83,37,1,1086,1167,45,293,6.41e-23,101,"POLIB","R1",1086,1167,45,293
"POLIB","SRR7910035.7140589",54.217,83,37,1,1086,1167,24,272,6.6e-23,101,"POLIB","R1",1086,1167,272,24
"POLIB","SRR7910035.23463532",100,47,0,0,906,952,2,142,7.86e-23,99.4,"POLIB","R1",906,952,2,142
"POLIB","SRR7910035.12513017",54.217,83,37,1,1086,1167,10,258,7.95e-23,100,"POLIB","R1",1086,1167,258,10
"POLIB","SRR7910035.17967706",100,50,0,0,1355,1404,1,150,9.74e-23,100,"POLIB","R1",1355,1404,1,150
"POLIB","SRR7910035.26484025",100,50,0,0,1355,1404,149,298,1e-22,100,"POLIB","R1",1355,1404,298,149
"POLIB","SRR7910035.17660980",100,50,0,0,1355,1404,149,298,1e-22,100,"POLIB","R1",1355,1404,298,149
"POLIB","SRR7910035.24659326",54.878,82,36,1,1086,1166,54,299,1.13e-22,100,"POLIB","R1",1086,1166,54,299
"POLIB","SRR7910035.17643627",54.878,82,36,1,1086,1166,3,248,1.13e-22,100,"POLIB","R1",1086,1166,248,3
"POLIB","SRR7910035.12467360",100,50,0,0,620,669,1,150,1.23e-22,100,"POLIB","R1",620,669,150,1
"POLIB","SRR7910035.6861698",57.143,77,32,1,1086,1161,51,281,1.26e-22,100,"POLIB","R1",1086,1161,51,281
"POLIB","SRR7910035.11097414",57.143,77,32,1,1086,1161,37,267,1.34e-22,100,"POLIB","R1",1086,1161,37,267
"POLIB","SRR7910035.9353813",57.143,77,32,1,1086,1161,57,287,1.38e-22,100,"POLIB","R1",1086,1161,57,287
"POLIB","SRR7910035.7067497",57.143,77,32,1,1086,1161,15,245,1.38e-22,100,"POLIB","R1",1086,1161,245,15
"POLIB","SRR7910035.21205581",48.485,99,49,2,1086,1182,3,299,1.55e-22,100,"POLIB","R1",1086,1182,299,3
"POLIB","SRR7910035.18943449",57.143,77,32,1,1086,1161,14,244,1.57e-22,100,"POLIB","R1",1086,1161,244,14
"POLIB","SRR7910035.22798840",100,47,0,0,1,47,159,299,1.58e-22,100,"POLIB","R1",1,47,159,299
"POLIB","SRR7910035.4132159",100,47,0,0,1,47,3,143,1.58e-22,100,"POLIB","R1",1,47,143,3
"POLIB","SRR7910035.10651386",50,98,47,2,1100,1195,1,294,1.66e-22,100,"POLIB","R1",1100,1195,1,294
"POLIB","SRR7910035.2504617",49.495,99,48,2,1105,1201,3,299,1.73e-22,100,"POLIB","R1",1105,1201,3,299
"POLIB","SRR7910035.10473739",51.546,97,45,2,1100,1194,3,293,1.94e-22,100,"POLIB","R1",1100,1194,3,293
"POLIB","SRR7910035.3897258",57.143,77,32,1,1086,1161,7,237,2.16e-22,99.8,"POLIB","R1",1086,1161,237,7
"POLIB","SRR7910035.2639481",57.143,77,32,1,1086,1161,9,239,2.16e-22,99.8,"POLIB","R1",1086,1161,239,9
"POLIB","SRR7910035.14301110",54.217,83,37,1,1086,1167,6,254,2.2e-22,99.8,"POLIB","R1",1086,1167,254,6
"POLIB","SRR7910035.25824106",57.143,77,32,1,1086,1161,10,240,2.23e-22,99.8,"POLIB","R1",1086,1161,240,10
"POLIB","SRR7910035.14336432",57.143,77,32,1,1086,1161,10,240,2.23e-22,99.8,"POLIB","R1",1086,1161,240,10
"POLIB","SRR7910035.26725979",57.143,77,32,1,1086,1161,65,295,2.38e-22,99.8,"POLIB","R1",1086,1161,65,295
"POLIB","SRR7910035.21181971",57.143,77,32,1,1086,1161,6,236,2.38e-22,99.8,"POLIB","R1",1086,1161,236,6
"POLIB","SRR7910035.13624729",57.143,77,32,1,1086,1161,66,296,2.38e-22,99.8,"POLIB","R1",1086,1161,66,296
"POLIB","SRR7910035.14566889",57.143,77,32,1,1086,1161,5,235,2.5e-22,99.8,"POLIB","R1",1086,1161,235,5
"POLIB","SRR7910035.15341951",57.143,77,32,1,1086,1161,68,298,2.78e-22,99.4,"POLIB","R1",1086,1161,68,298
"POLIB","SRR7910035.17611972",57.143,77,32,1,1086,1161,69,299,3.65e-22,99.4,"POLIB","R1",1086,1161,69,299
"POLIB","SRR7910035.27306654",54.217,83,37,1,1086,1167,14,262,3.69e-22,99.4,"POLIB","R1",1086,1167,262,14
"POLIB","SRR7910035.16907945",100,49,0,0,1356,1404,155,301,3.73e-22,99.4,"POLIB","R1",1356,1404,301,155
"POLIB","SRR7910035.8348545",54.217,83,37,1,1086,1167,12,260,3.84e-22,99,"POLIB","R1",1086,1167,260,12
"POLIB","SRR7910035.9266029",50,96,46,2,1108,1201,13,300,3.87e-22,99,"POLIB","R1",1108,1201,300,13
"POLIB","SRR7910035.8343652",95.833,48,2,0,1,48,156,299,4.15e-22,99,"POLIB","R1",1,48,156,299
"POLIB","SRR7910035.3627685",50,96,46,2,1108,1201,3,290,4.39e-22,99,"POLIB","R1",1108,1201,3,290
"POLIB","SRR7910035.144199",51.765,85,40,1,1086,1169,21,275,4.75e-22,99,"POLIB","R1",1086,1169,21,275
"POLIB","SRR7910035.20350385",54.217,83,37,1,1086,1167,15,263,5.08e-22,99,"POLIB","R1",1086,1167,263,15
"POLIB","SRR7910035.27088219",50.515,97,47,1,1058,1153,8,298,5.6e-22,98.6,"POLIB","R1",1058,1153,298,8
"POLIB","SRR7910035.20457885",90.196,51,5,0,1,51,148,300,5.66e-22,98.6,"POLIB","R1",1,51,148,300
"POLIB","SRR7910035.12369479",49.495,99,48,2,1102,1198,3,299,6.12e-22,98.6,"POLIB","R1",1102,1198,299,3
"POLIB","SRR7910035.24075788",100,46,0,0,1,46,2,139,6.74e-22,98.6,"POLIB","R1",1,46,139,2
"POLIB","SRR7910035.20159648",100,46,0,0,1,46,1,138,6.94e-22,98.6,"POLIB","R1",1,46,138,1
"POLIB","SRR7910035.12166927",53.012,83,38,1,1086,1167,23,271,7.01e-22,98.2,"POLIB","R1",1086,1167,271,23
"POLIB","SRR7910035.21217813",54.217,83,37,1,1086,1167,29,277,7.14e-22,98.2,"POLIB","R1",1086,1167,29,277
"POLIB","SRR7910035.25769095",62.121,66,25,0,1086,1151,83,280,7.28e-22,98.2,"POLIB","R1",1086,1151,83,280
"POLIB","SRR7910035.3173023",62.121,66,25,0,1086,1151,20,217,7.28e-22,98.2,"POLIB","R1",1086,1151,217,20
"POLIB","SRR7910035.21931385",62.121,66,25,0,1086,1151,89,286,8.11e-22,98.2,"POLIB","R1",1086,1151,89,286
"POLIB","SRR7910035.2232747",95.918,49,2,0,1,49,152,298,8.11e-22,98.2,"POLIB","R1",1,49,152,298
"POLIB","SRR7910035.27037415",62.121,66,25,0,1086,1151,85,282,8.19e-22,98.2,"POLIB","R1",1086,1151,85,282
"POLIB","SRR7910035.22397521",62.121,66,25,0,1086,1151,19,216,8.19e-22,98.2,"POLIB","R1",1086,1151,216,19
"POLIB","SRR7910035.14947000",62.121,66,25,0,1086,1151,79,276,8.19e-22,98.2,"POLIB","R1",1086,1151,79,276
"POLIB","SRR7910035.801705",62.121,66,25,0,1086,1151,78,275,8.27e-22,98.2,"POLIB","R1",1086,1151,78,275
"POLIB","SRR7910035.18045946",62.121,66,25,0,1086,1151,23,220,8.34e-22,98.2,"POLIB","R1",1086,1151,220,23
"POLIB","SRR7910035.16431176",62.121,66,25,0,1086,1151,23,220,8.34e-22,98.2,"POLIB","R1",1086,1151,220,23
"POLIB","SRR7910035.26453334",49.485,97,47,2,1107,1201,9,299,8.35e-22,98.2,"POLIB","R1",1107,1201,299,9
"POLIB","SRR7910035.22301871",62.121,66,25,0,1086,1151,81,278,8.59e-22,98.2,"POLIB","R1",1086,1151,81,278
"POLIB","SRR7910035.20739855",62.121,66,25,0,1086,1151,24,221,8.59e-22,98.2,"POLIB","R1",1086,1151,221,24
"POLIB","SRR7910035.19753681",60.294,68,27,0,1086,1153,76,279,8.85e-22,98.2,"POLIB","R1",1086,1153,76,279
"POLIB","SRR7910035.598289",60.294,68,27,0,1086,1153,26,229,9.75e-22,97.8,"POLIB","R1",1086,1153,229,26
"POLIB","SRR7910035.23599127",60.294,68,27,0,1086,1153,9,212,9.85e-22,97.8,"POLIB","R1",1086,1153,212,9
"POLIB","SRR7910035.8179132",61.765,68,26,0,1086,1153,96,299,1.03e-21,97.8,"POLIB","R1",1086,1153,96,299
"POLIB","SRR7910035.4088590",60.294,68,27,0,1086,1153,24,227,1.04e-21,97.8,"POLIB","R1",1086,1153,227,24
"POLIB","SRR7910035.6984735",51.648,91,42,2,1086,1174,1,273,1.06e-21,97.8,"POLIB","R1",1086,1174,273,1
"POLIB","SRR7910035.25428104",98.039,51,1,0,1354,1404,148,300,1.09e-21,97.8,"POLIB","R1",1354,1404,300,148
"POLIB","SRR7910035.21891314",61.194,67,26,0,1086,1152,3,203,1.1e-21,97.8,"POLIB","R1",1086,1152,203,3
"POLIB","SRR7910035.16008780",51.807,83,39,1,1086,1167,33,281,1.27e-21,97.8,"POLIB","R1",1086,1167,33,281
"POLIB","SRR7910035.2305907",60.294,68,27,0,1086,1153,10,213,1.31e-21,97.4,"POLIB","R1",1086,1153,213,10
"POLIB","SRR7910035.27995553",50.515,97,47,1,1056,1151,9,299,1.32e-21,97.4,"POLIB","R1",1056,1151,9,299
"POLIB","SRR7910035.26721358",50.515,97,47,1,1056,1151,3,293,1.44e-21,97.4,"POLIB","R1",1056,1151,3,293
"POLIB","SRR7910035.15413061",50.526,95,45,2,1109,1201,2,286,1.65e-21,97.4,"POLIB","R1",1109,1201,2,286
"POLIB","SRR7910035.4593234",55.844,77,33,1,1086,1161,69,299,1.75e-21,97.4,"POLIB","R1",1086,1161,69,299
"POLIB","SRR7910035.6538598",48,100,50,2,1101,1198,2,301,1.8e-21,97.1,"POLIB","R1",1101,1198,301,2
"POLIB","SRR7910035.4195743",100,48,0,0,1357,1404,156,299,1.91e-21,97.1,"POLIB","R1",1357,1404,299,156
"POLIB","SRR7910035.26476011",49.474,95,46,2,1109,1201,1,285,1.98e-21,97.1,"POLIB","R1",1109,1201,1,285
"POLIB","SRR7910035.26846545",51.579,95,45,1,1056,1149,16,300,2.08e-21,97.1,"POLIB","R1",1056,1149,16,300
"POLIB","SRR7910035.3270800",51.579,95,45,1,1056,1149,1,285,2.08e-21,97.1,"POLIB","R1",1056,1149,285,1
"POLIB","SRR7910035.17176652",51.579,95,45,1,1056,1149,12,296,2.25e-21,97.1,"POLIB","R1",1056,1149,12,296
"POLIB","SRR7910035.11045758",97.826,46,1,0,1,46,4,141,2.25e-21,97.1,"POLIB","R1",1,46,141,4
"POLIB","SRR7910035.11384209",51.579,95,45,1,1056,1149,2,286,2.32e-21,97.1,"POLIB","R1",1056,1149,286,2
"POLIB","SRR7910035.17732854",51.579,95,45,1,1056,1149,3,287,2.38e-21,97.1,"POLIB","R1",1056,1149,287,3
"POLIB","SRR7910035.27909724",51.579,95,45,1,1056,1149,14,298,2.45e-21,96.7,"POLIB","R1",1056,1149,14,298
"POLIB","SRR7910035.21352229",100,45,0,0,1,45,1,135,2.65e-21,96.7,"POLIB","R1",1,45,135,1
"POLIB","SRR7910035.13671631",100,45,0,0,1,45,2,136,2.65e-21,96.7,"POLIB","R1",1,45,136,2
"POLIB","SRR7910035.27292927",60.606,66,26,0,1086,1151,27,224,2.71e-21,96.7,"POLIB","R1",1086,1151,224,27
"POLIB","SRR7910035.9964578",95.652,46,2,0,1085,1130,1,138,2.94e-21,95.1,"POLIB","R1",1085,1130,138,1
"POLIB","SRR7910035.18582255",49.515,103,47,3,1089,1189,1,300,3.55e-21,96.3,"POLIB","R1",1089,1189,1,300
"POLIB","SRR7910035.26463913",97.826,46,1,0,1,46,1,138,3.59e-21,96.3,"POLIB","R1",1,46,138,1
"POLIB","SRR7910035.10684660",43.75,96,54,0,1267,1362,10,297,5.19e-21,95.9,"POLIB","R1",1267,1362,10,297
"POLIB","SRR7910035.6517194",49.515,103,47,3,1091,1191,2,301,5.89e-21,95.9,"POLIB","R1",1091,1191,301,2
"POLIB","SRR7910035.2120447",49.515,103,47,3,1091,1191,2,301,5.89e-21,95.9,"POLIB","R1",1091,1191,301,2
"POLIB","SRR7910035.8141275",55.844,77,33,1,1086,1161,5,235,6.3e-21,95.5,"POLIB","R1",1086,1161,235,5
"POLIB","SRR7910035.14091475",63.492,63,23,0,1086,1148,1,189,7.51e-21,95.5,"POLIB","R1",1086,1148,189,1
"POLIB","SRR7910035.7587907",61.538,65,25,0,1087,1151,23,217,9.11e-21,95.1,"POLIB","R1",1087,1151,217,23
"POLIB","SRR7910035.27616405",100,45,0,0,560,604,3,137,9.49e-21,93.2,"POLIB","R1",560,604,137,3
"POLIB","SRR7910035.20311300",57.353,68,29,0,1086,1153,25,228,9.95e-21,95.1,"POLIB","R1",1086,1153,228,25
"POLIB","SRR7910035.27427293",63.934,61,22,0,1086,1146,4,186,1.08e-20,95.1,"POLIB","R1",1086,1146,186,4
"POLIB","SRR7910035.8466633",63.934,61,22,0,1086,1146,117,299,1.08e-20,95.1,"POLIB","R1",1086,1146,117,299
"POLIB","SRR7910035.4398295",58.824,68,28,0,1086,1153,67,270,1.32e-20,94.7,"POLIB","R1",1086,1153,67,270
"POLIB","SRR7910035.13022457",63.492,63,23,0,1086,1148,2,190,1.35e-20,94.7,"POLIB","R1",1086,1148,190,2
"POLIB","SRR7910035.6110134",42.857,98,56,0,1267,1364,3,296,1.54e-20,94.7,"POLIB","R1",1267,1364,3,296
"POLIB","SRR7910035.26572048",47,100,51,2,1104,1201,2,301,1.67e-20,94.4,"POLIB","R1",1104,1201,301,2
"POLIB","SRR7910035.21179021",47,100,51,2,1104,1201,1,300,1.67e-20,94.4,"POLIB","R1",1104,1201,300,1
"POLIB","SRR7910035.7961563",50.526,95,46,1,1056,1149,16,300,1.7e-20,94.4,"POLIB","R1",1056,1149,16,300
"POLIB","SRR7910035.19267776",49.02,102,47,3,1092,1191,1,297,2.04e-20,94.4,"POLIB","R1",1092,1191,1,297
"POLIB","SRR7910035.13937281",60.606,66,26,0,1086,1151,72,269,2.1e-20,94.4,"POLIB","R1",1086,1151,269,72
"POLIB","SRR7910035.955027",100,44,0,0,1,44,1,132,2.16e-20,94,"POLIB","R1",1,44,132,1
"POLIB","SRR7910035.4251129",42.105,95,55,0,1270,1364,2,286,2.53e-20,94,"POLIB","R1",1270,1364,2,286
"POLIB","SRR7910035.27387186",49.02,102,47,3,1092,1191,3,299,2.55e-20,94,"POLIB","R1",1092,1191,3,299
"POLIB","SRR7910035.26517501",49.02,102,47,3,1089,1188,4,300,2.76e-20,94,"POLIB","R1",1089,1188,4,300
"POLIB","SRR7910035.9401037",49.02,102,47,3,1089,1188,1,297,2.76e-20,94,"POLIB","R1",1089,1188,297,1
"POLIB","SRR7910035.4104959",47,100,51,2,1103,1200,1,300,3.04e-20,93.6,"POLIB","R1",1103,1200,1,300
"POLIB","SRR7910035.4529827",48.039,102,48,3,1086,1185,2,298,3.13e-20,93.6,"POLIB","R1",1086,1185,298,2
"POLIB","SRR7910035.21962810",48.421,95,47,2,1109,1201,15,299,3.19e-20,93.6,"POLIB","R1",1109,1201,299,15
"POLIB","SRR7910035.22985444",51.087,92,44,1,1056,1146,1,276,3.45e-20,93.6,"POLIB","R1",1056,1146,276,1
"POLIB","SRR7910035.24495572",40,95,57,0,1264,1358,3,287,3.66e-20,93.6,"POLIB","R1",1264,1358,287,3
"POLIB","SRR7910035.13367946",40,95,57,0,1264,1358,3,287,3.66e-20,93.6,"POLIB","R1",1264,1358,287,3
"POLIB","SRR7910035.27364922",40.426,94,56,0,1265,1358,1,282,3.73e-20,93.6,"POLIB","R1",1265,1358,1,282
"POLIB","SRR7910035.12183771",58.209,67,28,0,1087,1153,3,203,3.77e-20,92.4,"POLIB","R1",1087,1153,3,203
"POLIB","SRR7910035.3688156",40,95,57,0,1264,1358,7,291,4.19e-20,93.2,"POLIB","R1",1264,1358,291,7
"POLIB","SRR7910035.21505853",48.387,93,46,2,1111,1201,21,299,4.36e-20,93.2,"POLIB","R1",1111,1201,299,21
"POLIB","SRR7910035.24752619",40,95,57,0,1264,1358,7,291,4.4e-20,93.2,"POLIB","R1",1264,1358,7,291
"POLIB","SRR7910035.17877137",40,95,57,0,1264,1358,7,291,4.4e-20,93.2,"POLIB","R1",1264,1358,7,291
"POLIB","SRR7910035.13475001",47,100,51,2,1102,1199,1,300,4.45e-20,93.2,"POLIB","R1",1102,1199,1,300
"POLIB","SRR7910035.8333518",48.98,98,48,2,1096,1191,7,300,4.58e-20,93.2,"POLIB","R1",1096,1191,300,7
"POLIB","SRR7910035.6203440",48.98,98,48,2,1096,1191,7,300,4.58e-20,93.2,"POLIB","R1",1096,1191,300,7
"POLIB","SRR7910035.5297943",48.98,98,48,2,1096,1191,7,300,4.58e-20,93.2,"POLIB","R1",1096,1191,300,7
"POLIB","SRR7910035.18273135",40,95,57,0,1264,1358,6,290,5.09e-20,93.2,"POLIB","R1",1264,1358,290,6
"POLIB","SRR7910035.2123301",40,95,57,0,1264,1358,6,290,5.09e-20,93.2,"POLIB","R1",1264,1358,290,6
"POLIB","SRR7910035.23808810",40,95,57,0,1264,1358,16,300,5.14e-20,93.2,"POLIB","R1",1264,1358,300,16
"POLIB","SRR7910035.10121608",46.465,99,51,2,1105,1201,2,298,5.14e-20,93.2,"POLIB","R1",1105,1201,2,298
"POLIB","SRR7910035.26545558",41.837,98,57,0,1267,1364,5,298,5.67e-20,92.8,"POLIB","R1",1267,1364,5,298
"POLIB","SRR7910035.18230301",41.837,98,57,0,1267,1364,6,299,5.67e-20,92.8,"POLIB","R1",1267,1364,6,299
"POLIB","SRR7910035.18216294",41.837,98,57,0,1267,1364,7,300,5.67e-20,92.8,"POLIB","R1",1267,1364,7,300
"POLIB","SRR7910035.12472399",41.837,98,57,0,1267,1364,1,294,5.67e-20,92.8,"POLIB","R1",1267,1364,1,294
"POLIB","SRR7910035.4803002",41.837,98,57,0,1267,1364,8,301,5.67e-20,92.8,"POLIB","R1",1267,1364,8,301
"POLIB","SRR7910035.26381742",48.039,102,48,3,1087,1186,4,300,8.05e-20,92.4,"POLIB","R1",1087,1186,300,4
"POLIB","SRR7910035.1866663",48.039,102,48,3,1087,1186,3,299,8.28e-20,92.4,"POLIB","R1",1087,1186,299,3
"POLIB","SRR7910035.8304057",42.268,97,56,0,1267,1363,2,292,9.22e-20,92.4,"POLIB","R1",1267,1363,292,2
"POLIB","SRR7910035.3253074",54.545,77,34,1,1086,1161,67,297,1.03e-19,92,"POLIB","R1",1086,1161,67,297
"POLIB","SRR7910035.17477493",100,43,0,0,1031,1073,2,130,1.04e-19,90.5,"POLIB","R1",1031,1073,2,130
"POLIB","SRR7910035.22472524",100,42,0,0,1,42,1,126,1.05e-19,90.5,"POLIB","R1",1,42,126,1
"POLIB","SRR7910035.10285680",42.268,97,56,0,1267,1363,6,296,1.09e-19,92,"POLIB","R1",1267,1363,6,296
"POLIB","SRR7910035.13368055",42.268,97,56,0,1267,1363,10,300,1.12e-19,92,"POLIB","R1",1267,1363,10,300
"POLIB","SRR7910035.27928567",40.217,92,55,0,1264,1355,19,294,1.16e-19,92,"POLIB","R1",1264,1355,19,294
"POLIB","SRR7910035.1387838",40.217,92,55,0,1264,1355,4,279,1.16e-19,92,"POLIB","R1",1264,1355,279,4
"POLIB","SRR7910035.5314796",49.474,95,46,2,1099,1191,7,291,1.16e-19,92,"POLIB","R1",1099,1191,7,291
"POLIB","SRR7910035.25619953",40.217,92,55,0,1264,1355,8,283,1.2e-19,92,"POLIB","R1",1264,1355,283,8
"POLIB","SRR7910035.22049622",40.217,92,55,0,1264,1355,5,280,1.2e-19,92,"POLIB","R1",1264,1355,280,5
"POLIB","SRR7910035.4496710",40.217,92,55,0,1264,1355,7,282,1.2e-19,92,"POLIB","R1",1264,1355,282,7
"POLIB","SRR7910035.159025",40.217,92,55,0,1264,1355,5,280,1.2e-19,92,"POLIB","R1",1264,1355,280,5
"POLIB","SRR7910035.22530518",41.414,99,58,0,1269,1367,3,299,1.3e-19,92,"POLIB","R1",1269,1367,299,3
"POLIB","SRR7910035.16627454",47.525,101,48,3,1086,1184,2,295,1.3e-19,92,"POLIB","R1",1086,1184,295,2
"POLIB","SRR7910035.8961920",49.474,95,46,2,1099,1191,10,294,1.33e-19,92,"POLIB","R1",1099,1191,294,10
"POLIB","SRR7910035.5718384",51.136,88,41,2,1101,1186,6,269,1.4e-19,91.7,"POLIB","R1",1101,1186,269,6
"POLIB","SRR7910035.2755083",49.474,95,46,2,1099,1191,3,287,1.41e-19,91.7,"POLIB","R1",1099,1191,3,287
"POLIB","SRR7910035.1320970",40.217,92,55,0,1264,1355,3,278,1.47e-19,91.7,"POLIB","R1",1264,1355,278,3
"POLIB","SRR7910035.10879239",47.525,101,48,3,1086,1184,3,296,1.48e-19,91.7,"POLIB","R1",1086,1184,296,3
"POLIB","SRR7910035.27092118",42.574,101,52,1,1267,1367,2,286,1.51e-19,91.7,"POLIB","R1",1267,1367,286,2
"POLIB","SRR7910035.5248335",42.574,101,52,1,1267,1367,1,285,1.51e-19,91.7,"POLIB","R1",1267,1367,285,1
"POLIB","SRR7910035.8212450",49.474,95,46,2,1099,1191,3,287,1.84e-19,91.3,"POLIB","R1",1099,1191,287,3
"POLIB","SRR7910035.257296",48.352,91,45,2,1113,1201,27,299,1.87e-19,91.7,"POLIB","R1",1113,1201,299,27
"POLIB","SRR7910035.14212642",48.352,91,45,2,1113,1201,24,296,1.91e-19,91.3,"POLIB","R1",1113,1201,296,24
"POLIB","SRR7910035.11341669",48.352,91,45,2,1113,1201,24,296,1.91e-19,91.3,"POLIB","R1",1113,1201,296,24
"POLIB","SRR7910035.3366330",48.352,91,45,2,1113,1201,1,273,1.91e-19,91.3,"POLIB","R1",1113,1201,1,273
"POLIB","SRR7910035.25542752",100,46,0,0,1359,1404,164,301,1.97e-19,91.3,"POLIB","R1",1359,1404,301,164
"POLIB","SRR7910035.9135603",100,46,0,0,1359,1404,2,139,1.97e-19,91.3,"POLIB","R1",1359,1404,2,139
"POLIB","SRR7910035.7504859",100,46,0,0,1359,1404,163,300,1.97e-19,91.3,"POLIB","R1",1359,1404,300,163
"POLIB","SRR7910035.7766260",41.573,89,52,0,1264,1352,3,269,2.05e-19,91.3,"POLIB","R1",1264,1352,269,3
"POLIB","SRR7910035.22759351",93.333,45,3,0,1,45,166,300,2.17e-19,91.3,"POLIB","R1",1,45,166,300
"POLIB","SRR7910035.4729309",46.465,99,51,2,1102,1198,3,299,2.41e-19,91.3,"POLIB","R1",1102,1198,3,299
"POLIB","SRR7910035.16976357",42.574,101,52,1,1267,1367,12,296,2.51e-19,91.3,"POLIB","R1",1267,1367,12,296
"POLIB","SRR7910035.4005241",40.659,91,54,0,1268,1358,1,273,2.51e-19,91.3,"POLIB","R1",1268,1358,1,273
"POLIB","SRR7910035.25387194",51.648,91,43,1,1056,1145,29,301,2.71e-19,90.9,"POLIB","R1",1056,1145,29,301
"POLIB","SRR7910035.19069458",40.217,92,55,0,1267,1358,6,281,2.71e-19,90.9,"POLIB","R1",1267,1358,6,281
"POLIB","SRR7910035.26936147",41.573,89,52,0,1264,1352,30,296,2.85e-19,90.9,"POLIB","R1",1264,1352,30,296
"POLIB","SRR7910035.9237365",41.573,89,52,0,1264,1352,30,296,2.85e-19,90.9,"POLIB","R1",1264,1352,30,296
"POLIB","SRR7910035.27529806",100,42,0,0,1,42,149,274,3.13e-19,90.5,"POLIB","R1",1,42,149,274
"POLIB","SRR7910035.805334",46,100,52,2,1103,1200,1,300,3.74e-19,90.5,"POLIB","R1",1103,1200,1,300
"POLIB","SRR7910035.19605502",42.718,103,51,2,1263,1363,5,295,3.96e-19,90.5,"POLIB","R1",1263,1363,5,295
"POLIB","SRR7910035.12555385",42.718,103,51,2,1263,1363,5,295,3.96e-19,90.5,"POLIB","R1",1263,1363,295,5
"POLIB","SRR7910035.5980822",42.718,103,51,2,1263,1363,9,299,3.96e-19,90.5,"POLIB","R1",1263,1363,9,299
"POLIB","SRR7910035.3256994",42.718,103,51,2,1263,1363,5,295,3.96e-19,90.5,"POLIB","R1",1263,1363,5,295
"POLIB","SRR7910035.199835",42.718,103,51,2,1263,1363,3,293,3.96e-19,90.5,"POLIB","R1",1263,1363,293,3
"POLIB","SRR7910035.13783676",48.352,91,45,2,1113,1201,26,298,4e-19,90.5,"POLIB","R1",1113,1201,298,26
"POLIB","SRR7910035.13314078",46.939,98,50,2,1100,1195,1,294,4.04e-19,90.5,"POLIB","R1",1100,1195,1,294
"POLIB","SRR7910035.26620840",100,42,0,0,1,42,1,126,4.08e-19,90.5,"POLIB","R1",1,42,126,1
"POLIB","SRR7910035.17695015",100,42,0,0,1,42,1,126,4.08e-19,90.5,"POLIB","R1",1,42,126,1
"POLIB","SRR7910035.26257312",46.939,98,50,2,1100,1195,2,295,4.63e-19,90.5,"POLIB","R1",1100,1195,2,295
