"qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","gene","mate","qstart_raw","qend_raw","sstart_raw","send_raw","q_span_aa","s_span_nt","expected_nt_span","span_matches_3x"
"TAC102","SRR7910035.8651673",98.99,99,1,0,497,595,3,299,1.1e-57,199,"TAC102","R1",497,595,3,299,99,297,297,TRUE
"TAC102","SRR7910035.7971912",98.99,99,1,0,497,595,3,299,1.1e-57,199,"TAC102","R1",497,595,3,299,99,297,297,TRUE
"TAC102","SRR7910035.7921789",98.99,99,1,0,497,595,3,299,1.1e-57,199,"TAC102","R1",497,595,3,299,99,297,297,TRUE
"TAC102","SRR7910035.7646180",98,100,2,0,10,109,2,301,1.14e-57,199,"TAC102","R1",10,109,301,2,100,300,300,TRUE
"TAC102","SRR7910035.24414647",97.938,97,2,0,409,505,1,291,1.17e-57,199,"TAC102","R1",409,505,1,291,97,291,291,TRUE
"TAC102","SRR7910035.13897952",98.99,99,1,0,523,621,1,297,1.2e-57,199,"TAC102","R1",523,621,297,1,99,297,297,TRUE
"TAC102","SRR7910035.11480682",98.99,99,1,0,307,405,3,299,1.21e-57,199,"TAC102","R1",307,405,299,3,99,297,297,TRUE
"TAC102","SRR7910035.22031288",98.99,99,1,0,485,583,3,299,1.24e-57,199,"TAC102","R1",485,583,3,299,99,297,297,TRUE
"TAC102","SRR7910035.27953758",100,98,0,0,365,462,2,295,1.26e-57,199,"TAC102","R1",365,462,2,295,98,294,294,TRUE
"TAC102","SRR7910035.21417482",98,100,2,0,395,494,1,300,1.28e-57,199,"TAC102","R1",395,494,300,1,100,300,300,TRUE
"TAC102","SRR7910035.3230482",98.99,99,1,0,508,606,3,299,1.3e-57,199,"TAC102","R1",508,606,3,299,99,297,297,TRUE
"TAC102","SRR7910035.22691580",98.99,99,1,0,453,551,2,298,1.32e-57,199,"TAC102","R1",453,551,2,298,99,297,297,TRUE
"TAC102","SRR7910035.19154213",98.99,99,1,0,451,549,2,298,1.32e-57,199,"TAC102","R1",451,549,2,298,99,297,297,TRUE
"TAC102","SRR7910035.1910326",98.99,99,1,0,450,548,2,298,1.32e-57,199,"TAC102","R1",450,548,2,298,99,297,297,TRUE
"TAC102","SRR7910035.14835299",97.98,99,2,0,361,459,3,299,1.35e-57,199,"TAC102","R1",361,459,299,3,99,297,297,TRUE
"TAC102","SRR7910035.18971798",98.99,99,1,0,509,607,2,298,1.36e-57,199,"TAC102","R1",509,607,2,298,99,297,297,TRUE
"TAC102","SRR7910035.11942463",98.99,99,1,0,505,603,2,298,1.36e-57,199,"TAC102","R1",505,603,2,298,99,297,297,TRUE
"TAC102","SRR7910035.13981633",98.99,99,1,0,511,609,2,298,1.36e-57,199,"TAC102","R1",511,609,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25422534",98.99,99,1,0,510,608,3,299,1.39e-57,199,"TAC102","R1",510,608,3,299,99,297,297,TRUE
"TAC102","SRR7910035.16573209",100,97,0,0,190,286,3,293,1.4e-57,199,"TAC102","R1",190,286,293,3,97,291,291,TRUE
"TAC102","SRR7910035.939698",100,97,0,0,190,286,9,299,1.4e-57,199,"TAC102","R1",190,286,9,299,97,291,291,TRUE
"TAC102","SRR7910035.22529999",98,100,2,0,526,625,1,300,1.42e-57,199,"TAC102","R1",526,625,1,300,100,300,300,TRUE
"TAC102","SRR7910035.1417226",96,100,4,0,30,129,2,301,1.42e-57,199,"TAC102","R1",30,129,2,301,100,300,300,TRUE
"TAC102","SRR7910035.15436236",98.99,99,1,0,500,598,3,299,1.43e-57,199,"TAC102","R1",500,598,3,299,99,297,297,TRUE
"TAC102","SRR7910035.9630155",98.99,99,1,0,510,608,3,299,1.43e-57,199,"TAC102","R1",510,608,3,299,99,297,297,TRUE
"TAC102","SRR7910035.928510",98.99,99,1,0,510,608,3,299,1.43e-57,199,"TAC102","R1",510,608,299,3,99,297,297,TRUE
"TAC102","SRR7910035.18150389",99,100,1,0,372,471,2,301,1.46e-57,199,"TAC102","R1",372,471,301,2,100,300,300,TRUE
"TAC102","SRR7910035.26684637",98,100,2,0,315,414,1,300,1.5e-57,199,"TAC102","R1",315,414,300,1,100,300,300,TRUE
"TAC102","SRR7910035.18149575",97.98,99,2,0,11,109,3,299,1.52e-57,199,"TAC102","R1",11,109,3,299,99,297,297,TRUE
"TAC102","SRR7910035.8267457",98,100,2,0,371,470,1,300,1.52e-57,199,"TAC102","R1",371,470,1,300,100,300,300,TRUE
"TAC102","SRR7910035.4615786",97.98,99,2,0,478,576,3,299,1.55e-57,199,"TAC102","R1",478,576,3,299,99,297,297,TRUE
"TAC102","SRR7910035.13586477",98,100,2,0,520,619,2,301,1.57e-57,199,"TAC102","R1",520,619,301,2,100,300,300,TRUE
"TAC102","SRR7910035.52969",98.99,99,1,0,333,431,3,299,1.6e-57,199,"TAC102","R1",333,431,3,299,99,297,297,TRUE
"TAC102","SRR7910035.26630927",98.99,99,1,0,304,402,3,299,1.82e-57,198,"TAC102","R1",304,402,299,3,99,297,297,TRUE
"TAC102","SRR7910035.23998421",98.99,99,1,0,323,421,3,299,1.89e-57,198,"TAC102","R1",323,421,299,3,99,297,297,TRUE
"TAC102","SRR7910035.9155800",98,100,2,0,527,626,2,301,1.91e-57,198,"TAC102","R1",527,626,2,301,100,300,300,TRUE
"TAC102","SRR7910035.23768244",100,94,0,0,808,901,3,284,2e-57,198,"TAC102","R1",808,901,284,3,94,282,282,TRUE
"TAC102","SRR7910035.11862603",100,94,0,0,808,901,2,283,2e-57,198,"TAC102","R1",808,901,283,2,94,282,282,TRUE
"TAC102","SRR7910035.2914733",95,100,5,0,51,150,1,300,2.01e-57,198,"TAC102","R1",51,150,1,300,100,300,300,TRUE
"TAC102","SRR7910035.28125103",97,100,3,0,449,548,1,300,2.05e-57,198,"TAC102","R1",449,548,1,300,100,300,300,TRUE
"TAC102","SRR7910035.7724616",96,100,4,0,27,126,2,301,2.07e-57,198,"TAC102","R1",27,126,301,2,100,300,300,TRUE
"TAC102","SRR7910035.23966007",100,92,0,0,843,934,9,284,2.22e-57,198,"TAC102","R1",843,934,284,9,92,276,276,TRUE
"TAC102","SRR7910035.5080203",96.97,99,3,0,20,118,3,299,2.28e-57,198,"TAC102","R1",20,118,3,299,99,297,297,TRUE
"TAC102","SRR7910035.19330776",99,100,1,0,375,474,2,301,2.33e-57,198,"TAC102","R1",375,474,301,2,100,300,300,TRUE
"TAC102","SRR7910035.6618826",97.98,99,2,0,193,291,2,298,2.38e-57,198,"TAC102","R1",193,291,2,298,99,297,297,TRUE
"TAC102","SRR7910035.16983683",97,100,3,0,299,398,2,301,2.43e-57,198,"TAC102","R1",299,398,301,2,100,300,300,TRUE
"TAC102","SRR7910035.7844392",99,100,1,0,380,479,1,300,2.47e-57,198,"TAC102","R1",380,479,1,300,100,300,300,TRUE
"TAC102","SRR7910035.14781426",97,100,3,0,318,417,1,300,2.5e-57,198,"TAC102","R1",318,417,1,300,100,300,300,TRUE
"TAC102","SRR7910035.13078578",98,100,2,0,340,439,2,301,2.57e-57,198,"TAC102","R1",340,439,2,301,100,300,300,TRUE
"TAC102","SRR7910035.20957302",98.969,97,1,0,1,97,10,300,2.65e-57,198,"TAC102","R1",1,97,10,300,97,291,291,TRUE
"TAC102","SRR7910035.26058573",95.96,99,4,0,253,351,3,299,2.68e-57,198,"TAC102","R1",253,351,3,299,99,297,297,TRUE
"TAC102","SRR7910035.20642669",98,100,2,0,403,502,2,301,2.79e-57,198,"TAC102","R1",403,502,301,2,100,300,300,TRUE
"TAC102","SRR7910035.4034479",100,98,0,0,371,468,2,295,2.79e-57,198,"TAC102","R1",371,468,295,2,98,294,294,TRUE
"TAC102","SRR7910035.20525641",100,99,0,0,379,477,3,299,2.82e-57,198,"TAC102","R1",379,477,3,299,99,297,297,TRUE
"TAC102","SRR7910035.17472968",97.98,99,2,0,525,623,3,299,2.84e-57,198,"TAC102","R1",525,623,299,3,99,297,297,TRUE
"TAC102","SRR7910035.10575810",97.959,98,2,0,192,289,3,296,2.87e-57,198,"TAC102","R1",192,289,3,296,98,294,294,TRUE
"TAC102","SRR7910035.24843294",99,100,1,0,378,477,2,301,2.87e-57,198,"TAC102","R1",378,477,301,2,100,300,300,TRUE
"TAC102","SRR7910035.5895073",98.99,99,1,0,367,465,3,299,2.96e-57,198,"TAC102","R1",367,465,3,299,99,297,297,TRUE
"TAC102","SRR7910035.21627268",98.98,98,1,0,68,165,3,296,3.05e-57,198,"TAC102","R1",68,165,296,3,98,294,294,TRUE
"TAC102","SRR7910035.15478502",98.99,99,1,0,334,432,3,299,3.05e-57,198,"TAC102","R1",334,432,3,299,99,297,297,TRUE
"TAC102","SRR7910035.12412106",96,100,4,0,56,155,1,300,3.05e-57,198,"TAC102","R1",56,155,300,1,100,300,300,TRUE
"TAC102","SRR7910035.13001310",96.939,98,3,0,52,149,3,296,3.2e-57,198,"TAC102","R1",52,149,296,3,98,294,294,TRUE
"TAC102","SRR7910035.15902300",98.99,99,1,0,338,436,3,299,3.33e-57,198,"TAC102","R1",338,436,299,3,99,297,297,TRUE
"TAC102","SRR7910035.14464840",98,100,2,0,544,643,2,301,3.4e-57,198,"TAC102","R1",544,643,301,2,100,300,300,TRUE
"TAC102","SRR7910035.18740212",97,100,3,0,5,104,1,300,3.76e-57,197,"TAC102","R1",5,104,300,1,100,300,300,TRUE
"TAC102","SRR7910035.16920219",95.96,99,4,0,230,328,1,297,3.87e-57,197,"TAC102","R1",230,328,1,297,99,297,297,TRUE
"TAC102","SRR7910035.15679303",100,99,0,0,380,478,3,299,4.15e-57,197,"TAC102","R1",380,478,299,3,99,297,297,TRUE
"TAC102","SRR7910035.18734778",97.98,99,2,0,537,635,3,299,4.23e-57,197,"TAC102","R1",537,635,3,299,99,297,297,TRUE
"TAC102","SRR7910035.13219685",97.98,99,2,0,445,543,3,299,4.28e-57,197,"TAC102","R1",445,543,299,3,99,297,297,TRUE
"TAC102","SRR7910035.9356451",96,100,4,0,207,306,1,300,4.32e-57,197,"TAC102","R1",207,306,300,1,100,300,300,TRUE
"TAC102","SRR7910035.16476977",98,100,2,0,494,593,1,300,4.49e-57,197,"TAC102","R1",494,593,300,1,100,300,300,TRUE
"TAC102","SRR7910035.3019537",98.913,92,1,0,843,934,3,278,4.68e-57,197,"TAC102","R1",843,934,3,278,92,276,276,TRUE
"TAC102","SRR7910035.24940577",98,100,2,0,12,111,1,300,4.72e-57,197,"TAC102","R1",12,111,300,1,100,300,300,TRUE
"TAC102","SRR7910035.22175278",97.98,99,2,0,536,634,3,299,4.92e-57,197,"TAC102","R1",536,634,299,3,99,297,297,TRUE
"TAC102","SRR7910035.11194671",100,91,0,0,844,934,27,299,5.17e-57,197,"TAC102","R1",844,934,299,27,91,273,273,TRUE
"TAC102","SRR7910035.18011969",98,100,2,0,384,483,2,301,5.22e-57,197,"TAC102","R1",384,483,301,2,100,300,300,TRUE
"TAC102","SRR7910035.17553986",100,95,0,0,84,178,1,285,5.54e-57,197,"TAC102","R1",84,178,1,285,95,285,285,TRUE
"TAC102","SRR7910035.2945437",97.98,99,2,0,361,459,3,299,5.54e-57,197,"TAC102","R1",361,459,299,3,99,297,297,TRUE
"TAC102","SRR7910035.1697594",100,95,0,0,84,178,2,286,5.54e-57,197,"TAC102","R1",84,178,2,286,95,285,285,TRUE
"TAC102","SRR7910035.5072464",100,95,0,0,84,178,3,287,5.76e-57,197,"TAC102","R1",84,178,3,287,95,285,285,TRUE
"TAC102","SRR7910035.21166631",97,100,3,0,219,318,2,301,5.82e-57,197,"TAC102","R1",219,318,2,301,100,300,300,TRUE
"TAC102","SRR7910035.6320254",100,96,0,0,63,158,1,288,5.84e-57,197,"TAC102","R1",63,158,288,1,96,288,288,TRUE
"TAC102","SRR7910035.15153223",96,100,4,0,61,160,2,301,6e-57,197,"TAC102","R1",61,160,2,301,100,300,300,TRUE
"TAC102","SRR7910035.16764690",96,100,4,0,488,587,1,300,6.06e-57,197,"TAC102","R1",488,587,300,1,100,300,300,TRUE
"TAC102","SRR7910035.10317351",98.969,97,1,0,2,98,1,291,6.12e-57,197,"TAC102","R1",2,98,291,1,97,291,291,TRUE
"TAC102","SRR7910035.20945691",97,100,3,0,315,414,1,300,6.18e-57,197,"TAC102","R1",315,414,300,1,100,300,300,TRUE
"TAC102","SRR7910035.16852579",97.98,99,2,0,69,167,2,298,6.35e-57,197,"TAC102","R1",69,167,2,298,99,297,297,TRUE
"TAC102","SRR7910035.14652236",98.99,99,1,0,376,474,3,299,6.49e-57,197,"TAC102","R1",376,474,299,3,99,297,297,TRUE
"TAC102","SRR7910035.27944193",97.959,98,2,0,2,99,1,294,6.62e-57,197,"TAC102","R1",2,99,294,1,98,294,294,TRUE
"TAC102","SRR7910035.24985207",98,100,2,0,374,473,2,301,6.62e-57,197,"TAC102","R1",374,473,301,2,100,300,300,TRUE
"TAC102","SRR7910035.10598576",97.98,99,2,0,339,437,3,299,6.69e-57,197,"TAC102","R1",339,437,299,3,99,297,297,TRUE
"TAC102","SRR7910035.23821217",97.98,99,2,0,364,462,3,299,6.76e-57,197,"TAC102","R1",364,462,299,3,99,297,297,TRUE
"TAC102","SRR7910035.25940405",96,100,4,0,358,457,1,300,7.24e-57,197,"TAC102","R1",358,457,300,1,100,300,300,TRUE
"TAC102","SRR7910035.22638926",98.969,97,1,0,474,570,2,292,7.28e-57,197,"TAC102","R1",474,570,2,292,97,291,291,TRUE
"TAC102","SRR7910035.28209739",97.98,99,2,0,355,453,1,297,7.32e-57,197,"TAC102","R1",355,453,297,1,99,297,297,TRUE
"TAC102","SRR7910035.24107071",96,100,4,0,65,164,2,301,7.69e-57,197,"TAC102","R1",65,164,301,2,100,300,300,TRUE
"TAC102","SRR7910035.19167711",97,100,3,0,474,573,2,301,8e-57,197,"TAC102","R1",474,573,301,2,100,300,300,TRUE
"TAC102","SRR7910035.569755",95,100,5,0,23,122,1,300,8.41e-57,197,"TAC102","R1",23,122,300,1,100,300,300,TRUE
"TAC102","SRR7910035.8711134",97,100,3,0,470,569,2,301,9.2e-57,196,"TAC102","R1",470,569,2,301,100,300,300,TRUE
"TAC102","SRR7910035.14776138",100,96,0,0,190,285,12,299,9.29e-57,196,"TAC102","R1",190,285,12,299,96,288,288,TRUE
"TAC102","SRR7910035.19021160",97.959,98,2,0,32,129,3,296,9.48e-57,196,"TAC102","R1",32,129,3,296,98,294,294,TRUE
"TAC102","SRR7910035.27472286",95.96,99,4,0,242,340,2,298,9.57e-57,196,"TAC102","R1",242,340,2,298,99,297,297,TRUE
"TAC102","SRR7910035.21625335",97.98,99,2,0,513,611,2,298,9.96e-57,196,"TAC102","R1",513,611,2,298,99,297,297,TRUE
"TAC102","SRR7910035.3040218",96.97,99,3,0,1,99,4,300,1.06e-56,196,"TAC102","R1",1,99,4,300,99,297,297,TRUE
"TAC102","SRR7910035.8512415",97.98,99,2,0,362,460,2,298,1.08e-56,196,"TAC102","R1",362,460,298,2,99,297,297,TRUE
"TAC102","SRR7910035.15245825",97.959,98,2,0,303,400,1,294,1.14e-56,196,"TAC102","R1",303,400,1,294,98,294,294,TRUE
"TAC102","SRR7910035.4276699",97,100,3,0,505,604,1,300,1.14e-56,196,"TAC102","R1",505,604,300,1,100,300,300,TRUE
"TAC102","SRR7910035.13034214",98,100,2,0,385,484,1,300,1.17e-56,196,"TAC102","R1",385,484,1,300,100,300,300,TRUE
"TAC102","SRR7910035.19148576",97,100,3,0,509,608,2,301,1.2e-56,196,"TAC102","R1",509,608,301,2,100,300,300,TRUE
"TAC102","SRR7910035.22272521",96,100,4,0,357,456,1,300,1.23e-56,196,"TAC102","R1",357,456,300,1,100,300,300,TRUE
"TAC102","SRR7910035.6006390",97,100,3,0,515,614,1,300,1.26e-56,196,"TAC102","R1",515,614,1,300,100,300,300,TRUE
"TAC102","SRR7910035.11664190",97.98,99,2,0,453,551,3,299,1.33e-56,196,"TAC102","R1",453,551,3,299,99,297,297,TRUE
"TAC102","SRR7910035.26291056",97.98,99,2,0,497,595,3,299,1.34e-56,196,"TAC102","R1",497,595,299,3,99,297,297,TRUE
"TAC102","SRR7910035.15240580",95,100,5,0,251,350,2,301,1.34e-56,196,"TAC102","R1",251,350,301,2,100,300,300,TRUE
"TAC102","SRR7910035.18958105",96.97,99,3,0,68,166,3,299,1.38e-56,196,"TAC102","R1",68,166,3,299,99,297,297,TRUE
"TAC102","SRR7910035.3994825",97.98,99,2,0,519,617,3,299,1.41e-56,196,"TAC102","R1",519,617,3,299,99,297,297,TRUE
"TAC102","SRR7910035.1431577",95.96,99,4,0,19,117,3,299,1.5e-56,196,"TAC102","R1",19,117,3,299,99,297,297,TRUE
"TAC102","SRR7910035.751348",94,100,6,0,265,364,1,300,1.54e-56,196,"TAC102","R1",265,364,1,300,100,300,300,TRUE
"TAC102","SRR7910035.20818110",98.901,91,1,0,844,934,27,299,1.56e-56,196,"TAC102","R1",844,934,299,27,91,273,273,TRUE
"TAC102","SRR7910035.13993021",97.98,99,2,0,5,103,3,299,1.59e-56,196,"TAC102","R1",5,103,3,299,99,297,297,TRUE
"TAC102","SRR7910035.6756469",96.97,99,3,0,67,165,3,299,1.67e-56,196,"TAC102","R1",67,165,3,299,99,297,297,TRUE
"TAC102","SRR7910035.22951161",98.99,99,1,0,309,407,3,299,1.7e-56,196,"TAC102","R1",309,407,299,3,99,297,297,TRUE
"TAC102","SRR7910035.10643584",97,100,3,0,62,161,1,300,1.72e-56,196,"TAC102","R1",62,161,300,1,100,300,300,TRUE
"TAC102","SRR7910035.67702",97,100,3,0,360,459,1,300,1.72e-56,196,"TAC102","R1",360,459,300,1,100,300,300,TRUE
"TAC102","SRR7910035.10700317",96.939,98,3,0,45,142,3,296,1.81e-56,196,"TAC102","R1",45,142,3,296,98,294,294,TRUE
"TAC102","SRR7910035.25924187",97,100,3,0,534,633,1,300,1.84e-56,196,"TAC102","R1",534,633,1,300,100,300,300,TRUE
"TAC102","SRR7910035.782584",94.898,98,5,0,813,910,3,296,1.84e-56,196,"TAC102","R1",813,910,3,296,98,294,294,TRUE
"TAC102","SRR7910035.21473415",97,100,3,0,529,628,2,301,1.92e-56,196,"TAC102","R1",529,628,301,2,100,300,300,TRUE
"TAC102","SRR7910035.3228559",100,94,0,0,85,178,18,299,1.92e-56,196,"TAC102","R1",85,178,299,18,94,282,282,TRUE
"TAC102","SRR7910035.20369022",95.96,99,4,0,243,341,3,299,1.94e-56,196,"TAC102","R1",243,341,3,299,99,297,297,TRUE
"TAC102","SRR7910035.12199159",95.833,96,4,0,839,934,14,301,1.94e-56,196,"TAC102","R1",839,934,301,14,96,288,288,TRUE
"TAC102","SRR7910035.14807881",96.939,98,3,0,35,132,5,298,2.07e-56,196,"TAC102","R1",35,132,5,298,98,294,294,TRUE
"TAC102","SRR7910035.16850077",97.98,99,2,0,441,539,3,299,2.14e-56,196,"TAC102","R1",441,539,299,3,99,297,297,TRUE
"TAC102","SRR7910035.27443358",97,100,3,0,340,439,1,300,2.23e-56,196,"TAC102","R1",340,439,300,1,100,300,300,TRUE
"TAC102","SRR7910035.14945856",97,100,3,0,12,111,2,301,2.25e-56,196,"TAC102","R1",12,111,301,2,100,300,300,TRUE
"TAC102","SRR7910035.20610105",97,100,3,0,511,610,1,300,2.34e-56,195,"TAC102","R1",511,610,300,1,100,300,300,TRUE
"TAC102","SRR7910035.2912825",95.96,99,4,0,320,418,3,299,2.44e-56,195,"TAC102","R1",320,418,3,299,99,297,297,TRUE
"TAC102","SRR7910035.17795637",97.98,99,2,0,509,607,3,299,2.51e-56,195,"TAC102","R1",509,607,3,299,99,297,297,TRUE
"TAC102","SRR7910035.21019197",100,92,0,0,808,899,2,277,2.53e-56,195,"TAC102","R1",808,899,277,2,92,276,276,TRUE
"TAC102","SRR7910035.13038786",97,100,3,0,481,580,1,300,2.72e-56,195,"TAC102","R1",481,580,1,300,100,300,300,TRUE
"TAC102","SRR7910035.2942472",95,100,5,0,43,142,2,301,2.74e-56,195,"TAC102","R1",43,142,2,301,100,300,300,TRUE
"TAC102","SRR7910035.23996653",100,92,0,0,808,899,24,299,2.8e-56,195,"TAC102","R1",808,899,24,299,92,276,276,TRUE
"TAC102","SRR7910035.25378359",100,92,0,0,808,899,23,298,2.86e-56,195,"TAC102","R1",808,899,23,298,92,276,276,TRUE
"TAC102","SRR7910035.7165677",94.792,96,5,0,836,931,2,289,3.04e-56,195,"TAC102","R1",836,931,289,2,96,288,288,TRUE
"TAC102","SRR7910035.26195847",96.97,99,3,0,391,489,3,299,3.09e-56,195,"TAC102","R1",391,489,299,3,99,297,297,TRUE
"TAC102","SRR7910035.6881503",97.98,99,2,0,547,645,3,299,3.18e-56,195,"TAC102","R1",547,645,299,3,99,297,297,TRUE
"TAC102","SRR7910035.15127064",96.97,99,3,0,447,545,2,298,3.35e-56,195,"TAC102","R1",447,545,2,298,99,297,297,TRUE
"TAC102","SRR7910035.13039860",98,100,2,0,374,473,1,300,3.48e-56,195,"TAC102","R1",374,473,300,1,100,300,300,TRUE
"TAC102","SRR7910035.8825402",95,100,5,0,60,159,1,300,3.48e-56,195,"TAC102","R1",60,159,300,1,100,300,300,TRUE
"TAC102","SRR7910035.26992961",97.849,93,2,0,842,934,2,280,3.81e-56,195,"TAC102","R1",842,934,2,280,93,279,279,TRUE
"TAC102","SRR7910035.19069203",97.98,99,2,0,368,466,3,299,3.81e-56,195,"TAC102","R1",368,466,299,3,99,297,297,TRUE
"TAC102","SRR7910035.15153846",96.97,99,3,0,536,634,3,299,3.88e-56,195,"TAC102","R1",536,634,3,299,99,297,297,TRUE
"TAC102","SRR7910035.15841290",96.97,99,3,0,342,440,3,299,4.38e-56,194,"TAC102","R1",342,440,299,3,99,297,297,TRUE
"TAC102","SRR7910035.21438965",97,100,3,0,372,471,2,301,4.42e-56,194,"TAC102","R1",372,471,301,2,100,300,300,TRUE
"TAC102","SRR7910035.26862777",100,96,0,0,351,446,2,289,4.48e-56,194,"TAC102","R1",351,446,2,289,96,288,288,TRUE
"TAC102","SRR7910035.8781412",97,100,3,0,311,410,2,301,4.69e-56,194,"TAC102","R1",311,410,301,2,100,300,300,TRUE
"TAC102","SRR7910035.28021955",96.97,99,3,0,460,558,2,298,4.79e-56,194,"TAC102","R1",460,558,298,2,99,297,297,TRUE
"TAC102","SRR7910035.17720625",98.958,96,1,0,190,285,1,288,4.98e-56,194,"TAC102","R1",190,285,288,1,96,288,288,TRUE
"TAC102","SRR7910035.24179804",96.97,99,3,0,63,161,2,298,5.02e-56,194,"TAC102","R1",63,161,298,2,99,297,297,TRUE
"TAC102","SRR7910035.23897460",94,100,6,0,253,352,2,301,5.03e-56,194,"TAC102","R1",253,352,301,2,100,300,300,TRUE
"TAC102","SRR7910035.17953239",94.949,99,5,0,247,345,3,299,5.03e-56,194,"TAC102","R1",247,345,299,3,99,297,297,TRUE
"TAC102","SRR7910035.27750273",96,100,4,0,475,574,1,300,6.51e-56,194,"TAC102","R1",475,574,300,1,100,300,300,TRUE
"TAC102","SRR7910035.19483581",95.833,96,4,0,808,903,13,300,6.71e-56,194,"TAC102","R1",808,903,13,300,96,288,288,TRUE
"TAC102","SRR7910035.26370802",96.97,99,3,0,485,583,3,299,6.98e-56,194,"TAC102","R1",485,583,299,3,99,297,297,TRUE
"TAC102","SRR7910035.13435211",96.97,99,3,0,482,580,2,298,7.05e-56,194,"TAC102","R1",482,580,298,2,99,297,297,TRUE
"TAC102","SRR7910035.24223040",95.96,99,4,0,359,457,2,298,7.41e-56,194,"TAC102","R1",359,457,2,298,99,297,297,TRUE
"TAC102","SRR7910035.4279457",97.98,99,2,0,374,472,2,298,7.41e-56,194,"TAC102","R1",374,472,2,298,99,297,297,TRUE
"TAC102","SRR7910035.10456372",96,100,4,0,472,571,2,301,7.55e-56,194,"TAC102","R1",472,571,2,301,100,300,300,TRUE
"TAC102","SRR7910035.15734616",98.947,95,1,0,198,292,1,285,7.57e-56,194,"TAC102","R1",198,292,1,285,95,285,285,TRUE
"TAC102","SRR7910035.22698661",96,100,4,0,67,166,2,301,7.71e-56,194,"TAC102","R1",67,166,2,301,100,300,300,TRUE
"TAC102","SRR7910035.13926191",100,93,0,0,86,178,2,280,7.71e-56,194,"TAC102","R1",86,178,2,280,93,279,279,TRUE
"TAC102","SRR7910035.17075209",96,100,4,0,30,129,1,300,7.86e-56,194,"TAC102","R1",30,129,300,1,100,300,300,TRUE
"TAC102","SRR7910035.24312796",95.96,99,4,0,458,556,2,298,7.94e-56,194,"TAC102","R1",458,556,298,2,99,297,297,TRUE
"TAC102","SRR7910035.25011629",96.97,99,3,0,535,633,3,299,8.59e-56,194,"TAC102","R1",535,633,299,3,99,297,297,TRUE
"TAC102","SRR7910035.6050505",98.969,97,1,0,552,648,10,300,8.59e-56,194,"TAC102","R1",552,648,300,10,97,291,291,TRUE
"TAC102","SRR7910035.12254835",93,100,7,0,224,323,2,301,8.68e-56,194,"TAC102","R1",224,323,2,301,100,300,300,TRUE
"TAC102","SRR7910035.10582779",95,100,5,0,518,617,2,301,8.77e-56,194,"TAC102","R1",518,617,301,2,100,300,300,TRUE
"TAC102","SRR7910035.18124976",95,100,5,0,272,371,2,301,8.85e-56,194,"TAC102","R1",272,371,2,301,100,300,300,TRUE
"TAC102","SRR7910035.15872796",95,100,5,0,469,568,1,300,8.85e-56,194,"TAC102","R1",469,568,1,300,100,300,300,TRUE
"TAC102","SRR7910035.26799544",96,100,4,0,304,403,1,300,9.03e-56,194,"TAC102","R1",304,403,300,1,100,300,300,TRUE
"TAC102","SRR7910035.24214041",92.929,99,7,0,406,504,2,298,9.21e-56,194,"TAC102","R1",406,504,298,2,99,297,297,TRUE
"TAC102","SRR7910035.8862271",96,100,4,0,28,127,1,300,9.21e-56,194,"TAC102","R1",28,127,1,300,100,300,300,TRUE
"TAC102","SRR7910035.19577768",97.98,99,2,0,379,477,3,299,9.59e-56,194,"TAC102","R1",379,477,299,3,99,297,297,TRUE
"TAC102","SRR7910035.24393179",98.969,97,1,0,552,648,8,298,1.09e-55,194,"TAC102","R1",552,648,298,8,97,291,291,TRUE
"TAC102","SRR7910035.26590405",94.898,98,5,0,412,509,3,296,1.11e-55,194,"TAC102","R1",412,509,296,3,98,294,294,TRUE
"TAC102","SRR7910035.28293019",95.96,99,4,0,35,133,1,297,1.13e-55,193,"TAC102","R1",35,133,1,297,99,297,297,TRUE
"TAC102","SRR7910035.23620860",94.949,99,5,0,209,307,1,297,1.14e-55,193,"TAC102","R1",209,307,1,297,99,297,297,TRUE
"TAC102","SRR7910035.13635830",100,91,0,0,808,898,28,300,1.15e-55,193,"TAC102","R1",808,898,28,300,91,273,273,TRUE
"TAC102","SRR7910035.24588960",95,100,5,0,523,622,1,300,1.22e-55,193,"TAC102","R1",523,622,1,300,100,300,300,TRUE
"TAC102","SRR7910035.15130819",95,100,5,0,18,117,1,300,1.25e-55,193,"TAC102","R1",18,117,1,300,100,300,300,TRUE
"TAC102","SRR7910035.26691707",100,91,0,0,808,898,27,299,1.29e-55,193,"TAC102","R1",808,898,27,299,91,273,273,TRUE
"TAC102","SRR7910035.1994347",96.97,99,3,0,512,610,2,298,1.31e-55,193,"TAC102","R1",512,610,298,2,99,297,297,TRUE
"TAC102","SRR7910035.23068931",94.949,99,5,0,52,150,2,298,1.37e-55,193,"TAC102","R1",52,150,2,298,99,297,297,TRUE
"TAC102","SRR7910035.2579666",96.97,99,3,0,508,606,3,299,1.43e-55,193,"TAC102","R1",508,606,299,3,99,297,297,TRUE
"TAC102","SRR7910035.17011107",96.97,99,3,0,66,164,3,299,1.48e-55,193,"TAC102","R1",66,164,299,3,99,297,297,TRUE
